#,Locale,Year,,
1,MI,2008,,
1,MI,2009,,
1,MI,2010,,
1,MI,2011,,
1,MI,2012,,
1,MI,2013,,
1,MI,2014,,
4,,2008,,
4,,2009,,
4,,2010,,
4,,2011,,
4,,2012,,
4,,2013,,
4,,2014,,
5,MI,2008,,
7,,2008,,
7,,2009,,
7,,2010,,
7,,2011,,
7,,2012,,
8,,2008,,
8,,2009,,
8,,2010,,
8,,2011,,
8,,2012,,
8,,2013,,
8,,2014,,
9,,2008,,
11,MAR,2008,,
11,MAR,2009,,
11,MAR,2010,,
11,MAR,2011,,
11,MAR,2012,,
11,MAR,2013,,
11,MAR,2014,,
16,,2008,,
16,,2009,,
16,,2010,,
16,,2011,,
16,,2012,,
16,,2013,,
16,,2014,,
20,,2008,,
20,,2009,,
20,,2010,,
20,,2011,,
20,,2012,,
20,,2013,,
20,,2014,,
21,,2008,,
21,,2009,,
21,,2010,,
21,,2011,,
21,,2012,,
21,,2013,,
21,,2014,,
23,NE,2012,,
23,NE,2013,,
25,MAR,2008,,
25,MAR,2009,,
25,MAR,2010,,
25,MAR,2011,,
25,MAR,2012,,
25,MAR,2013,,
25,MAR,2014,,
27,MI,2008,,
27,MI,2009,,
27,MI,2010,,
27,MI,2011,,
27,MI,2012,,
27,MI,2013,,
27,MI,2014,,
28,,2008,,
28,,2009,,
28,,2010,,
28,,2011,,
28,,2012,,
28,,2013,,
28,,2014,,
31,,2008,,
31,,2009,,
31,,2010,,
31,,2011,,
31,,2012,,
31,,2013,,
31,,2014,,
33,MI,2008,,
33,MI,2009,,
33,MI,2010,,
33,MI,2011,,
33,MI,2012,,
33,MI,2013,,
33,MI,2014,,
34,,2008,,
34,,2009,,
34,,2010,,
34,,2011,,
34,,2012,,
34,,2013,,
34,,2014,,
39,,2008,,
39,,2009,,
39,,2010,,
40,NE,2008,,
40,NE,2009,,
40,NE,2010,,
40,NE,2011,,
41,MAR,2008,,
41,MAR,2009,,
41,MAR,2010,,
41,MAR,2011,,
41,MAR,2012,,
41,MAR,2013,,
41,MAR,2014,,
42,NE,2008,,
45,IN,2008,,
45,IN,2009,,
45,IN,2010,,
45,IN,2011,,
45,IN,2012,,
45,IN,2013,,
45,IN,2014,,
47,MI,2008,,
47,MI,2009,,
48,,2008,,
48,,2009,,
48,,2010,,
48,,2011,,
48,,2012,,
48,,2013,,
48,,2014,,
49,MI,2008,,
49,MI,2009,,
49,MI,2010,,
49,MI,2011,,
51,MI,2010,,
51,MI,2011,,
51,MI,2012,,
51,MI,2013,,
51,MI,2014,,
53,,2008,,
53,,2009,,
53,,2010,,
53,,2011,,
53,,2012,,
53,,2013,,
53,,2014,,
56,MAR,2008,,
56,MAR,2009,,
56,MAR,2010,,
56,MAR,2011,,
56,MAR,2012,,
56,MAR,2013,,
56,MAR,2014,,
57,,2008,,
57,,2009,,
57,,2010,,
57,,2011,,
57,,2012,,
57,,2013,,
57,,2014,,
58,NE,2008,,
58,NE,2009,,
58,NE,2010,,
58,NE,2011,,
58,NE,2012,,
58,NE,2013,,
58,NE,2014,,
59,,2008,,
59,,2009,,
59,,2012,,
59,,2013,,
59,,2014,,
60,,2008,,
60,,2009,,
60,,2010,,
60,,2011,,
60,,2012,,
60,,2013,,
60,,2014,,
61,NE,2008,,
61,NE,2009,,
61,NE,2010,,
61,NE,2011,,
61,NE,2012,,
61,NE,2013,,
61,NE,2014,,
63,PA-nonMAR,2008,,
63,PA-nonMAR,2009,,
63,PA-nonMAR,2010,,
63,PA-nonMAR,2011,,
63,PA-nonMAR,2012,,
63,PA-nonMAR,2013,,
63,PA-nonMAR,2014,,
65,MI,2008,,
65,MI,2009,,
66,MI,2008,,
66,MI,2009,,
66,MI,2010,,
66,MI,2011,,
66,MI,2012,,
66,MI,2013,,
66,MI,2014,,
67,MI,2008,,
67,MI,2009,,
67,MI,2010,,
67,MI,2011,,
67,MI,2012,,
67,MI,2013,,
67,MI,2014,,
68,MI,2008,,
68,MI,2009,,
68,MI,2010,,
68,MI,2011,,
68,MI,2012,,
68,MI,2013,,
68,MI,2014,,
69,NE,2008,,
69,NE,2009,,
69,NE,2010,,
69,NE,2011,,
69,NE,2012,,
69,NE,2013,,
69,NE,2014,,
70,MI,2008,,
70,MI,2009,,
70,MI,2010,,
70,MI,2011,,
70,MI,2012,,
70,MI,2013,,
70,MI,2014,,
71,IN,2008,,
71,IN,2009,,
71,IN,2010,,
71,IN,2011,,
71,IN,2012,,
71,IN,2013,,
71,IN,2014,,
73,,2008,,
73,,2009,,
73,,2010,,
73,,2011,,
73,,2012,,
73,,2013,,
73,,2014,,
74,MI,2008,,
74,MI,2009,,
74,MI,2010,,
74,MI,2011,,
74,MI,2012,,
74,MI,2013,,
74,MI,2014,,
75,MAR,2008,,
75,MAR,2009,,
75,MAR,2010,,
75,MAR,2011,,
75,MAR,2012,,
75,MAR,2013,,
75,MAR,2014,,
78,NE,2010,,
78,NE,2011,,
78,NE,2012,,
78,NE,2013,,
78,NE,2014,,
79,,2008,,
79,,2009,,
79,,2010,,
79,,2011,,
79,,2012,,
79,,2013,,
79,,2014,,
81,,2008,,
81,,2009,,
81,,2010,,
81,,2011,,
81,,2012,,
81,,2013,,
81,,2014,,
84,MAR,2008,,
84,MAR,2009,,
84,MAR,2010,,
85,MI,2008,,
85,MI,2009,,
85,MI,2010,,
85,MI,2011,,
85,MI,2012,,
85,MI,2013,,
85,MI,2014,,
86,,2008,,
86,,2009,,
86,,2010,,
86,,2011,,
86,,2012,,
86,,2013,,
86,,2014,,
87,MAR,2008,,
87,MAR,2009,,
87,MAR,2010,,
87,MAR,2011,,
87,MAR,2012,,
87,MAR,2013,,
87,MAR,2014,,
88,NE,2008,,
88,NE,2009,,
88,NE,2010,,
88,NE,2011,,
88,NE,2012,,
88,NE,2013,,
88,NE,2014,,
93,,2008,,
93,,2009,,
93,,2010,,
93,,2011,,
93,,2012,,
93,,2013,,
93,,2014,,
94,MI,2008,,
94,MI,2009,,
94,MI,2010,,
94,MI,2011,,
94,MI,2012,,
94,MI,2013,,
94,MI,2014,,
95,NE,2008,,
95,NE,2009,,
95,NE,2010,,
95,NE,2011,,
95,NE,2012,,
95,NE,2013,,
